row_index,id,original_id,speaker_id,utterance_id,age,gender,duration_seconds,sample_rate,target,separate_tide,the_tight_noon,concealment,n_duplicates_in_group,split,target_had_conflict,separate_tide_had_conflict,the_tight_noon_had_conflict,concealment_had_conflict
1316,140ba812,s81_1,81,1,5,0,5.68,16000,0,0,0.0,0,1,train,False,False,False,False
484,f3ef6d1e,s144_2,144,2,51,0,8.38,16000,1,1,1.0,1,1,train,False,False,False,False
842,def4ce32,s32_6,32,6,55,0,4.64,16000,0,0,0.0,0,1,train,False,False,False,False
145,bbebddc4,s112_8,112,8,25,1,13.96,16000,0,0,1.0,0,1,train,False,False,False,False
1101,e700d6ac,s5_1,5,1,20,1,7.9185,16000,0,0,1.0,1,1,train,False,False,False,False
534,0c1afaa7,s149_5,149,5,17,1,9.3226875,16000,0,0,1.0,0,1,train,False,False,False,False
1481,3e7ddd63,s97_8,97,8,62,1,9.84,16000,1,1,1.0,1,1,train,False,False,False,False
722,e0fbd0a7,s21_4,21,4,56,0,8.44,16000,0,0,1.0,1,1,train,False,False,False,False
39,235c2053,s103_1,103,1,38,0,12.0746875,16000,1,1,1.0,1,1,train,False,False,False,False
393,b1bab4a6,s136_1,136,1,42,0,7.14,16000,0,0,0.0,0,1,train,False,False,False,False
690,855d5e9f,s19_2,19,2,48,0,10.78,16000,1,1,1.0,1,1,train,False,False,False,False
111,3be947c1,s10_3,10,3,40,1,8.512,16000,0,1,0.0,0,1,train,False,False,False,False
363,bec76e11,s133_1,133,1,49,0,7.88,16000,1,1,1.0,1,1,train,False,False,False,False
890,996d55f5,s37_4,37,4,30,0,12.88,16000,1,1,1.0,1,1,train,False,False,False,False
398,9a16955c,s136_5,136,5,42,0,7.52,16000,0,0,0.0,0,1,train,False,False,False,False
405,4e06d0c0,s137_2,137,2,53,0,13.42,16000,1,1,1.0,1,1,train,False,False,False,False
17,0529e248,s100_7,100,7,53,0,11.21525,16000,1,1,1.0,1,1,train,False,False,False,False
1032,5f1f85c7,s51_1,51,1,14,1,2.88,16000,0,0,0.0,0,1,train,False,False,False,False
46,7cddc2ee,s103_7,103,7,38,0,10.22,16000,1,1,1.0,1,1,train,False,False,False,False
1333,da148bbc,s83_3,83,3,25,1,8.78,16000,1,1,1.0,1,1,train,False,False,False,False
390,f0d2f12f,s135_7,135,7,48,0,7.74,16000,1,1,1.0,1,1,train,False,False,False,False
14,d698a35f,s100_4,100,4,43,0,10.658,16000,0,0,1.0,1,1,train,False,False,False,False
1442,805473e1,s93_9,93,9,20,0,13.53725,16000,1,1,1.0,1,1,train,False,False,False,False
282,857a64e7,s125_9,125,9,43,0,9.62,16000,1,1,1.0,1,1,train,False,False,False,False
278,0a0dba75,s125_5,125,5,43,0,9.82,16000,1,1,1.0,1,1,train,False,False,False,False
947,dcde661a,s42_4,42,4,66,0,12.34,16000,0,1,1.0,0,1,train,False,False,False,False
1493,bdffdf79,s99_1,99,1,52,0,9.36,16000,1,1,1.0,1,1,train,False,False,False,False
139,f6abde29,s112_2,112,2,25,1,6.2,16000,0,0,1.0,0,1,train,False,False,False,False
625,cbc8dd3c,s158_10,158,10,24,1,13.9306875,16000,0,1,1.0,0,1,train,False,False,False,False
871,3ce8c427,s35_5,35,5,57,0,11.264,16000,1,1,1.0,1,1,train,False,False,False,False
45,8ddd0dde,s103_6,103,6,38,0,10.36,16000,1,1,1.0,1,1,train,False,False,False,False
893,d09ca1eb,s37_7,37,7,30,0,12.32,16000,1,1,1.0,1,1,train,False,False,False,False
409,95933133,s137_6,137,6,53,0,13.06,16000,1,1,1.0,1,1,train,False,False,False,False
486,6a87e045,s144_4,144,4,51,0,9.24,16000,1,1,1.0,1,1,train,False,False,False,False
1043,74f9140e,s52_3,52,3,8,0,4.08,16000,0,0,0.0,0,1,train,False,False,False,False
1341,05665dc4,s84_10,84,10,33,0,11.22,16000,1,1,1.0,1,1,train,False,False,False,False
314,303c4cfc,s129_10,129,10,33,0,12.98,16000,1,1,1.0,1,1,train,False,False,False,False
1179,9055ea93,s68_4,68,4,53,1,11.00625,16000,0,1,1.0,0,1,train,False,False,False,False
1016,de09ad63,s4_4,4,4,48,0,11.16,16000,1,1,1.0,1,1,train,False,False,False,False
115,1854f0b5,s10_7,10,7,40,1,9.3653125,16000,0,1,1.0,0,1,train,False,False,False,False
848,15106352,s33_2,33,2,21,0,4.14,16000,0,0,0.0,0,1,train,False,False,False,False
956,329da63b,s43_4,43,4,8,0,8.88,16000,0,0,0.0,0,1,train,False,False,False,False
1074,bfbf2c3d,s56_1,56,1,51,0,9.92,16000,0,1,1.0,0,1,train,False,False,False,False
386,bdfe7b12,s135_3,135,3,48,0,7.88,16000,1,1,1.0,1,1,train,False,False,False,False
696,309f16a1,s19_8,19,8,48,0,11.48,16000,1,1,1.0,1,1,train,False,False,False,False
387,02f7450a,s135_4,135,4,48,0,7.8,16000,1,1,1.0,1,1,train,False,False,False,False
494,9cfa5f96,s145_2,145,2,16,1,4.7,16000,0,0,0.0,0,1,train,False,False,False,False
1476,f696f31d,s97_3,97,3,62,1,11.42,16000,1,1,1.0,1,1,train,False,False,False,False
1317,d436ef91,s81_2,81,2,5,0,5.56,16000,0,0,0.0,0,1,train,False,False,False,False
1438,fbd7a8fd,s93_5,93,5,20,0,12.7245625,16000,1,1,1.0,1,2,train,False,False,False,False
1227,75fd24de,s72_3,72,3,10,0,9.72,16000,0,0,1.0,0,1,train,False,False,False,False
603,635bc560,s155_8,155,8,60,1,13.3333125,16000,1,1,1.0,1,1,train,False,False,False,False
513,19cb9e07,s147_10,147,10,18,1,10.784,16000,0,0,1.0,1,1,train,False,False,False,False
993,89766c5e,s47_9,47,9,16,0,5.2065,16000,0,0,0.0,0,1,train,False,False,False,False
806,66ee573e,s29_8,29,8,50,0,9.76,16000,0,0,1.0,1,1,train,False,False,False,False
1502,96c51fec,s99_9,99,9,52,0,10.32,16000,1,1,1.0,1,1,train,False,False,False,False
1176,847ca4bf,s68_1,68,1,53,1,9.6595,16000,0,1,1.0,0,1,train,False,False,False,False
1137,03c076f4,s63_4,63,4,30,0,13.04,16000,1,1,1.0,1,1,train,False,False,False,False
1339,c5be17db,s83_9,83,9,25,1,8.54,16000,1,1,1.0,1,1,train,False,False,False,False
767,9536c4f0,s25_9,25,9,60,0,6.98,16000,0,0,1.0,0,1,train,False,False,False,False
210,f7b13ce4,s119_7,119,7,10,0,5.18,16000,0,0,0.0,0,1,train,False,False,False,False
795,a3361e22,s28_7,28,7,52,0,11.14,16000,1,1,1.0,1,1,train,False,False,False,False
905,357b21aa,s38_9,38,9,42,0,5.56,16000,0,0,0.0,0,1,train,False,False,False,False
605,49a90ebc,s156_10,156,10,54,0,11.56,16000,0,1,1.0,0,1,train,False,False,False,False
1349,eb271218,s84_9,84,9,33,0,10.74,16000,1,1,1.0,1,1,train,False,False,False,False
937,375d9822,s41_3,41,3,53,0,10.9,16000,0,1,1.0,0,1,train,False,False,False,False
763,62dd77ac,s25_5,25,5,60,0,8.24,16000,0,1,1.0,0,1,train,False,False,False,False
339,4ff83496,s130_6,130,6,28,0,9.5,16000,0,1,1.0,0,1,train,False,False,False,False
60,a0948bfe,s105_10,105,10,51,0,9.589875,16000,0,0,1.0,1,1,train,False,False,False,False
491,ee1201a0,s144_9,144,9,51,0,8.7,16000,1,1,1.0,1,1,train,False,False,False,False
876,f098a077,s36_1,36,1,28,0,10.8669375,16000,1,1,1.0,1,1,train,False,False,False,False
397,b203abde,s136_4,136,4,42,0,7.16,16000,0,0,0.0,0,1,train,False,False,False,False
1382,be19f6af,s88_6,88,6,30,0,7.15175,16000,0,0,0.0,0,1,train,False,False,False,False
428,88db291f,s139_5,139,5,31,0,9.7,16000,1,1,1.0,1,1,train,False,False,False,False
1033,f5287e22,s51_2,51,2,14,1,3.12,16000,0,0,0.0,0,1,train,False,False,False,False
532,67813888,s149_3,149,3,17,1,9.3013125,16000,0,0,1.0,0,1,train,False,False,False,False
837,04f1cbcf,s32_10,32,10,55,0,4.54,16000,0,0,0.0,0,1,train,False,False,False,False
867,ea75c690,s35_10,35,10,57,0,9.4293125,16000,1,1,1.0,1,1,train,False,False,False,False
64,07643706,s105_5,105,5,51,0,10.6115,16000,1,1,1.0,1,2,train,False,False,False,False
538,693df07f,s149_9,149,9,17,1,9.28,16000,0,0,1.0,0,1,train,False,False,False,False
541,559ef03a,s14_2,14,2,27,0,12.98,16000,0,0,1.0,0,1,train,False,False,False,False
886,3cca16e5,s37_1,37,1,30,0,12.06,16000,1,1,1.0,1,1,train,False,False,False,False
884,f716b8f1,s36_8,36,8,28,0,10.4954375,16000,1,1,1.0,1,1,train,False,False,False,False
351,6c64870f,s131_8,131,8,22,0,5.76,16000,0,0,1.0,0,1,train,False,False,False,False
510,74faa1d1,s146_8,146,8,53,0,8.064,16000,0,1,1.0,0,1,train,False,False,False,False
1003,681fe2ba,s49_1,49,1,57,0,5.86,16000,0,0,0.0,0,1,train,False,False,False,False
490,03c08816,s144_8,144,8,51,0,9.2,16000,1,1,1.0,1,1,train,False,False,False,False
2,272fea57,s0_2,0,2,14,1,7.94,16000,0,0,1.0,1,1,train,False,False,False,False
482,4bb9d014,s144_1,144,1,51,0,8.2,16000,1,1,1.0,1,1,train,False,False,False,False
1128,69faea93,s62_4,62,4,47,1,3.62,16000,0,0,0.0,0,1,train,False,False,False,False
239,3507101c,s121_6,121,6,30,0,9.02,16000,0,0,0.0,0,1,train,False,False,False,False
373,9ca47705,s134_1,134,1,48,1,6.78,16000,0,0,1.0,1,1,train,False,False,False,False
929,a70e48a0,s40_4,40,4,25,0,4.82,16000,0,0,1.0,1,1,train,False,False,False,False
921,4d639a63,s3_5,3,5,63,0,11.34,16000,1,1,1.0,1,1,train,False,False,False,False
1206,059a271f,s70_2,70,2,22,0,3.3,16000,0,0,0.0,0,1,train,False,False,False,False
786,bf2613bd,s27_8,27,8,68,0,8.76,16000,0,0,1.0,0,1,train,False,False,False,False
554,2589c7d9,s150_5,150,5,21,1,8.26,16000,0,0,1.0,0,1,train,False,False,False,False
643,ebefff1c,s159_9,159,9,22,1,10.56,16000,1,1,1.0,1,1,train,False,False,False,False
727,0ba88aba,s21_9,21,9,56,0,7.64,16000,0,0,1.0,1,1,train,False,False,False,False
919,7fc3b0d9,s3_3,3,3,63,0,11.1,16000,1,1,1.0,1,1,train,False,False,False,False
377,617fda2b,s134_4,134,4,48,1,6.84,16000,1,1,1.0,1,1,train,False,False,False,False
521,7ca5d9a2,s147_9,147,9,18,1,10.88,16000,0,0,1.0,1,1,train,False,False,False,False
880,6bcac474,s36_4,36,4,28,0,11.00625,16000,1,1,1.0,1,1,train,False,False,False,False
748,6aa5278a,s24_1,24,1,57,0,16.38,16000,1,1,1.0,0,1,train,False,False,False,False
742,9ede55e4,s23_4,23,4,51,0,10.936625,16000,0,1,1.0,0,1,train,False,False,False,False
896,6816ff0a,s38_1,38,1,42,0,5.08,16000,0,0,0.0,0,1,train,False,False,False,False
744,752266d2,s23_6,23,6,51,0,10.4025625,16000,0,1,1.0,0,1,train,False,False,False,False
442,78a5ed88,s13_9,13,9,24,1,12.2369375,16000,0,1,1.0,0,1,train,False,False,False,False
1127,163d9c10,s62_3,62,3,47,1,3.62,16000,0,0,0.0,0,1,train,False,False,False,False
717,9aecccec,s20_9,20,9,42,0,10.44,16000,1,1,1.0,1,1,train,False,False,False,False
797,52069ad5,s28_9,28,9,52,0,11.44,16000,1,1,1.0,1,1,train,False,False,False,False
1026,3e6ba3ed,s50_4,50,4,35,0,9.288,16000,0,0,0.0,0,1,train,False,False,False,False
1320,94a34e95,s81_5,81,5,5,0,4.88,16000,0,0,0.0,0,1,train,False,False,False,False
109,7a001934,s10_10,10,10,40,1,9.5573125,16000,0,1,0.0,0,1,train,False,False,False,False
728,8b90df62,s22_1,22,1,46,0,11.099125,16000,1,1,1.0,1,1,train,False,False,False,False
578,85a9e578,s153_10,153,10,38,0,10.76,16000,1,1,1.0,1,1,train,False,False,False,False
1275,8227c6ab,s77_3,77,3,8,1,7.88,16000,0,0,0.0,0,1,train,False,False,False,False
399,5435cf2d,s136_6,136,6,42,0,7.64,16000,0,0,0.0,0,1,train,False,False,False,False
1173,41ecfa83,s67_3,67,3,11,1,8.18,16000,0,1,1.0,0,1,train,False,False,False,False
382,c2ea8cbf,s134_9,134,9,48,1,7.48,16000,0,0,1.0,1,1,train,False,False,False,False
1045,b8f70e00,s52_5,52,5,8,0,4.02,16000,0,0,0.0,0,1,train,False,False,False,False
688,cde9c234,s19_1,19,1,48,0,10.86,16000,1,1,1.0,1,1,train,False,False,False,False
1220,a22235d5,s71_6,71,6,40,0,11.04,16000,1,1,1.0,1,1,train,False,False,False,False
426,b5c592a8,s139_3,139,3,31,0,10.0,16000,1,1,1.0,1,1,train,False,False,False,False
1011,99426ab6,s49_9,49,9,57,0,5.28,16000,0,0,0.0,0,1,train,False,False,False,False
434,1ad96749,s13_10,13,10,24,1,10.6115,16000,0,1,1.0,0,1,train,False,False,False,False
633,e1c62cca,s158_9,158,9,24,1,10.56,16000,0,1,1.0,0,1,train,False,False,False,False
505,1183baae,s146_3,146,3,53,0,9.824,16000,0,1,1.0,0,1,train,False,False,False,False
918,420c1ea8,s3_2,3,2,63,0,14.28,16000,1,1,1.0,1,1,train,False,False,False,False
1385,812c59ec,s88_9,88,9,30,0,6.3158125,16000,0,0,0.0,0,1,train,False,False,False,False
196,8c563e57,s118_2,118,2,14,0,8.48,16000,0,0,1.0,0,1,train,False,False,False,False
838,927ce830,s32_2,32,2,55,0,5.34,16000,0,0,0.0,0,1,train,False,False,False,False
1380,5b3e6d9c,s88_4,88,4,30,0,5.78175,16000,0,0,0.0,0,1,train,False,False,False,False
124,5142f426,s110_6,110,6,27,1,12.74,16000,1,1,1.0,1,1,train,False,False,False,False
558,21e96207,s150_9,150,9,21,1,8.78,16000,0,0,1.0,1,1,train,False,False,False,False
1089,e960d7f6,s58_1,58,1,55,0,11.56,16000,1,1,1.0,1,1,train,False,False,False,False
799,02dee2fb,s29_10,29,10,50,0,10.42,16000,1,1,1.0,1,1,train,False,False,False,False
844,a963c2a6,s32_8,32,8,55,0,4.48,16000,0,0,0.0,0,1,train,False,False,False,False
957,a0630063,s43_5,43,5,8,0,9.28,16000,0,0,0.0,0,1,train,False,False,False,False
803,80b9c689,s29_5,29,5,50,0,8.24,16000,1,1,1.0,1,1,train,False,False,False,False
375,5c221746,s134_2,134,2,48,1,7.2,16000,0,0,1.0,1,1,train,False,False,False,False
1427,2847721f,s92_3,92,3,51,1,11.9253125,16000,1,1,1.0,1,1,train,False,False,False,False
1240,24273829,s73_6,73,6,11,0,6.12,16000,0,0,1.0,0,1,train,False,False,False,False
1135,96166c14,s63_2,63,2,30,0,12.5,16000,1,1,1.0,1,1,train,False,False,False,False
1447,01a25895,s94_4,94,4,23,0,9.497,16000,1,1,1.0,1,1,train,False,False,False,False
49,f688e06b,s104_1,104,1,40,0,11.7493125,16000,1,1,1.0,1,1,train,False,False,False,False
508,3303a1cc,s146_6,146,6,53,0,9.248,16000,0,1,1.0,0,1,train,False,False,False,False
1211,101ad77e,s70_7,70,7,22,0,2.96,16000,0,0,0.0,0,1,train,False,False,False,False
197,4834d143,s118_3,118,3,14,0,8.68,16000,0,0,1.0,0,1,train,False,False,False,False
1434,ab8429c6,s93_1,93,1,20,0,13.235375,16000,1,1,1.0,1,1,train,False,False,False,False
43,05275f1e,s103_4,103,4,38,0,10.78,16000,1,1,1.0,1,1,train,False,False,False,False
948,4c83d33e,s42_5,42,5,66,0,13.24,16000,0,1,1.0,0,1,train,False,False,False,False
11,9eac4ab2,s100_10,100,10,53,0,10.541875,16000,0,0,1.0,1,1,train,False,False,False,False
725,771bd1bb,s21_7,21,7,56,0,8.74,16000,0,0,1.0,1,1,train,False,False,False,False
790,b5bde197,s28_2,28,2,52,0,11.04,16000,1,1,1.0,1,1,train,False,False,False,False
1116,811115e3,s61_10,61,10,51,0,7.92,16000,0,0,0.0,0,1,train,False,False,False,False
1093,7c9bbba8,s58_5,58,5,55,0,11.0,16000,1,1,1.0,1,1,train,False,False,False,False
1181,5cb028ec,s68_6,68,6,53,1,10.031,16000,0,1,1.0,0,1,train,False,False,False,False
53,e2d32b04,s104_4,104,4,40,0,10.727625,16000,1,1,1.0,1,1,train,False,False,False,False
520,26aaf5af,s147_8,147,8,18,1,10.528,16000,0,0,1.0,1,1,train,False,False,False,False
656,53fa93d6,s160_2,160,2,21,1,11.62,16000,1,1,1.0,1,1,train,False,False,False,False
663,45738fec,s160_9,160,9,21,1,11.72,16000,1,1,1.0,1,1,train,False,False,False,False
854,7db2f492,s33_8,33,8,21,0,3.58,16000,0,0,0.0,0,1,train,False,False,False,False
392,4a3c510d,s135_9,135,9,48,0,7.24,16000,1,1,1.0,1,1,train,False,False,False,False
731,87c9fe30,s22_3,22,3,46,0,11.122375,16000,1,1,1.0,1,1,train,False,False,False,False
889,53487ae6,s37_3,37,3,30,0,11.92,16000,1,1,1.0,1,1,train,False,False,False,False
1142,bb420c43,s63_9,63,9,30,0,12.72,16000,1,1,1.0,1,1,train,False,False,False,False
629,656c3afd,s158_5,158,5,24,1,11.776,16000,0,1,1.0,0,1,train,False,False,False,False
636,fe7de76b,s159_2,159,2,22,1,11.0,16000,1,1,1.0,1,1,train,False,False,False,False
228,b22be4fe,s120_5,120,5,60,0,9.96,16000,1,1,1.0,1,1,train,False,False,False,False
632,b40efbcd,s158_8,158,8,24,1,11.5413125,16000,0,1,1.0,0,1,train,False,False,False,False
930,d2c171b1,s40_5,40,5,25,0,5.7,16000,0,0,1.0,1,1,train,False,False,False,False
1219,a834a547,s71_5,71,5,40,0,10.94,16000,1,1,1.0,1,1,train,False,False,False,False
695,44d64e90,s19_7,19,7,48,0,11.64,16000,1,1,1.0,1,1,train,False,False,False,False
497,25ed37ac,s145_5,145,5,16,1,3.68,16000,0,0,0.0,0,1,train,False,False,False,False
938,3b309240,s41_4,41,4,53,0,10.88,16000,0,1,1.0,0,1,train,False,False,False,False
337,e0db4a01,s130_4,130,4,28,0,9.08,16000,0,1,1.0,0,1,train,False,False,False,False
411,9c5060f5,s137_8,137,8,53,0,14.14,16000,1,1,1.0,1,1,train,False,False,False,False
18,8bc7d0c0,s100_8,100,8,53,0,12.840625,16000,1,1,1.0,1,2,train,False,False,False,False
801,4d502900,s29_3,29,3,50,0,7.28,16000,0,0,1.0,1,1,train,False,False,False,False
1072,4e7a7b36,s55_8,55,8,41,0,9.52,16000,1,1,1.0,1,1,train,False,False,False,False
764,6e238a12,s25_6,25,6,60,0,8.52,16000,0,1,1.0,0,1,train,False,False,False,False
517,5cbcd549,s147_5,147,5,18,1,9.824,16000,0,0,1.0,1,1,train,False,False,False,False
155,9f39c5c0,s114_1,114,1,30,0,5.86,16000,0,0,1.0,0,1,train,False,False,False,False
1177,71f190ad,s68_2,68,2,53,1,10.42575,16000,0,1,1.0,0,1,train,False,False,False,False
1243,e3653efa,s73_9,73,9,11,0,5.6,16000,0,0,1.0,0,1,train,False,False,False,False
709,3d6ec593,s20_10,20,10,42,0,10.46,16000,1,1,1.0,1,1,train,False,False,False,False
1390,8874893a,s89_5,89,5,62,1,14.66,16000,1,1,1.0,1,1,train,False,False,False,False
699,ba15b6e7,s1_10,1,10,49,0,7.84,16000,0,0,1.0,1,1,train,False,False,False,False
441,d703abc6,s13_8,13,8,24,1,10.4025625,16000,0,1,1.0,0,1,train,False,False,False,False
713,d8541689,s20_5,20,5,42,0,10.24,16000,1,1,1.0,1,1,train,False,False,False,False
1094,466ffbec,s58_6,58,6,55,0,11.68,16000,1,1,1.0,1,1,train,False,False,False,False
1235,7977fa42,s73_10,73,10,11,0,6.62,16000,0,1,1.0,0,1,train,False,False,False,False
343,7c04a603,s131_1,131,1,22,0,5.94,16000,0,0,1.0,0,1,train,False,False,False,False
925,7ab719d1,s3_9,3,9,63,0,11.88,16000,1,1,1.0,1,1,train,False,False,False,False
999,24f59595,s48_6,48,6,12,0,11.26,16000,0,1,1.0,0,1,train,False,False,False,False
58,c5e511f3,s104_9,104,9,40,0,11.3778125,16000,1,1,1.0,1,1,train,False,False,False,False
335,0bf6c0d9,s130_2,130,2,28,0,8.82,16000,0,1,1.0,0,1,train,False,False,False,False
874,fee5e139,s35_8,35,8,57,0,9.4293125,16000,1,1,1.0,1,1,train,False,False,False,False
